Successfully loaded labels from /home/yonis/histogenomics-msc-2019/yoni-code/MsiPrediction/metadata/tcga/brca_dx/data_tcga_brca_dxwith_ddr_labels_and_splits.csv, it has 4026308 files.
We use a train split of fold 1 of 2200481 files.
Successfully loaded labels from /home/yonis/histogenomics-msc-2019/yoni-code/MsiPrediction/metadata/tcga/brca_dx/data_tcga_brca_dxwith_ddr_labels_and_splits.csv, it has 4026308 files.
We use a val split of fold 1 of 490680 files.
Successfully loaded labels from /home/yonis/histogenomics-msc-2019/yoni-code/MsiPrediction/metadata/tcga/brca_dx/data_tcga_brca_dxwith_ddr_labels_and_splits.csv, it has 4026308 files.
We use a test split of fold 1 of 947582 files.
[2020-09-11 12:53:36.720394 | Step 0 / 17192]
[2020-09-12 20:55:01.389848 | Step 667 / 3834]
[2020-09-12 20:55:07.168593 | Step 668 / 3834]
[2020-09-12 20:55:10.668256 | Step 669 / 3834]
[2020-09-12 20:55:14.238473 | Step 670 / 3834]
[2020-09-12 20:55:17.679135 | Step 671 / 3834]
[2020-09-12 20:55:21.115668 | Step 672 / 3834]
[2020-09-12 20:55:38.832781 | Step 673 / 3834]
[2020-09-12 20:55:44.485487 | Step 674 / 3834]
[2020-09-12 20:55:47.888964 | Step 675 / 3834]
[2020-09-12 20:55:51.473918 | Step 676 / 3834]
[2020-09-12 20:55:55.018063 | Step 677 / 3834]
[2020-09-12 20:55:58.482580 | Step 678 / 3834]
[2020-09-12 20:56:16.641704 | Step 679 / 3834]
[2020-09-12 20:56:22.432144 | Step 680 / 3834]
[2020-09-12 20:56:25.686506 | Step 681 / 3834]
[2020-09-12 20:56:29.366769 | Step 682 / 3834]
[2020-09-12 20:56:33.269145 | Step 683 / 3834]
[2020-09-12 20:56:38.101415 | Step 684 / 3834]
[2020-09-12 20:56:56.338032 | Step 685 / 3834]
[2020-09-12 20:57:01.189182 | Step 686 / 3834]
[2020-09-12 20:57:04.633560 | Step 687 / 3834]
[2020-09-12 20:57:08.332576 | Step 688 / 3834]
[2020-09-12 20:57:11.872396 | Step 689 / 3834]
[2020-09-12 20:57:17.379970 | Step 690 / 3834]
[2020-09-12 20:57:36.071558 | Step 691 / 3834]
[2020-09-12 20:57:40.202012 | Step 692 / 3834]
[2020-09-12 20:57:43.654878 | Step 693 / 3834]
[2020-09-12 20:57:47.201413 | Step 694 / 3834]
[2020-09-12 20:57:50.896933 | Step 695 / 3834]
[2020-09-12 20:57:54.647280 | Step 696 / 3834]
[2020-09-12 20:58:13.385738 | Step 697 / 3834]
[2020-09-12 20:58:18.618833 | Step 698 / 3834]
[2020-09-12 20:58:22.134356 | Step 699 / 3834]
[2020-09-12 20:58:25.885737 | Step 700 / 3834]
[2020-09-12 20:58:29.637461 | Step 701 / 3834]
[2020-09-12 20:58:34.682363 | Step 702 / 3834]
[2020-09-12 20:58:53.851319 | Step 703 / 3834]
[2020-09-12 20:58:58.772746 | Step 704 / 3834]
[2020-09-12 20:59:02.448526 | Step 705 / 3834]
[2020-09-12 20:59:06.391626 | Step 706 / 3834]
[2020-09-12 20:59:10.336434 | Step 707 / 3834]
[2020-09-12 20:59:15.330910 | Step 708 / 3834]
[2020-09-12 20:59:34.631215 | Step 709 / 3834]
[2020-09-12 20:59:39.472490 | Step 710 / 3834]
[2020-09-12 20:59:43.439745 | Step 711 / 3834]
[2020-09-12 20:59:47.156637 | Step 712 / 3834]
[2020-09-12 20:59:50.973492 | Step 713 / 3834]
[2020-09-12 20:59:55.974065 | Step 714 / 3834]
[2020-09-12 21:00:15.007199 | Step 715 / 3834]
[2020-09-12 21:00:20.710278 | Step 716 / 3834]
[2020-09-12 21:00:24.546018 | Step 717 / 3834]
[2020-09-12 21:00:28.332881 | Step 718 / 3834]
[2020-09-12 21:00:33.197150 | Step 719 / 3834]
[2020-09-12 21:00:36.889444 | Step 720 / 3834]
[2020-09-12 21:00:56.246743 | Step 721 / 3834]
[2020-09-12 21:01:02.733546 | Step 722 / 3834]
[2020-09-12 21:01:06.388004 | Step 723 / 3834]
[2020-09-12 21:01:10.385612 | Step 724 / 3834]
[2020-09-12 21:01:14.399462 | Step 725 / 3834]
[2020-09-12 21:01:18.424556 | Step 726 / 3834]
[2020-09-12 21:01:37.437493 | Step 727 / 3834]
[2020-09-12 21:01:44.716033 | Step 728 / 3834]
[2020-09-12 21:01:48.758845 | Step 729 / 3834]
[2020-09-12 21:01:52.571013 | Step 730 / 3834]
[2020-09-12 21:01:56.589063 | Step 731 / 3834]
[2020-09-12 21:02:00.987371 | Step 732 / 3834]
[2020-09-12 21:02:18.470776 | Step 733 / 3834]
[2020-09-12 21:02:26.679265 | Step 734 / 3834]
[2020-09-12 21:02:30.300419 | Step 735 / 3834]
[2020-09-12 21:02:34.723617 | Step 736 / 3834]
[2020-09-12 21:02:38.566757 | Step 737 / 3834]
[2020-09-12 21:02:42.210346 | Step 738 / 3834]
[2020-09-12 21:02:59.073283 | Step 739 / 3834]
[2020-09-12 21:03:06.539706 | Step 740 / 3834]
[2020-09-12 21:03:10.444082 | Step 741 / 3834]
[2020-09-12 21:03:13.992220 | Step 742 / 3834]
[2020-09-12 21:03:17.594498 | Step 743 / 3834]
[2020-09-12 21:03:21.488879 | Step 744 / 3834]
[2020-09-12 21:03:38.672620 | Step 745 / 3834]
[2020-09-12 21:03:46.446058 | Step 746 / 3834]
[2020-09-12 21:03:50.075910 | Step 747 / 3834]
[2020-09-12 21:03:52.892168 | Step 748 / 3834]
[2020-09-12 21:03:56.359772 | Step 749 / 3834]
[2020-09-12 21:04:00.595560 | Step 750 / 3834]
[2020-09-12 21:04:16.922080 | Step 751 / 3834]
[2020-09-12 21:04:26.072846 | Step 752 / 3834]
[2020-09-12 21:04:29.492607 | Step 753 / 3834]
[2020-09-12 21:04:32.449068 | Step 754 / 3834]
[2020-09-12 21:04:35.768964 | Step 755 / 3834]
[2020-09-12 21:04:38.896758 | Step 756 / 3834]
[2020-09-12 21:04:52.913142 | Step 757 / 3834]
[2020-09-12 21:05:02.036531 | Step 758 / 3834]
[2020-09-12 21:05:05.232239 | Step 759 / 3834]
[2020-09-12 21:05:08.438926 | Step 760 / 3834]
[2020-09-12 21:05:11.805798 | Step 761 / 3834]
[2020-09-12 21:05:15.456137 | Step 762 / 3834]
[2020-09-12 21:05:32.827637 | Step 763 / 3834]
[2020-09-12 21:05:42.107267 | Step 764 / 3834]
[2020-09-12 21:05:45.847815 | Step 765 / 3834]
[2020-09-12 21:05:49.611315 | Step 766 / 3834]
[2020-09-12 21:05:53.405481 | Step 767 / 3834]
[2020-09-12 21:05:57.778046 | Step 768 / 3834]
[2020-09-12 21:06:12.989097 | Step 769 / 3834]
[2020-09-12 21:06:22.874829 | Step 770 / 3834]
[2020-09-12 21:06:26.782545 | Step 771 / 3834]
[2020-09-12 21:06:30.512693 | Step 772 / 3834]
[2020-09-12 21:06:34.371912 | Step 773 / 3834]
[2020-09-12 21:06:38.092789 | Step 774 / 3834]
[2020-09-12 21:06:51.840091 | Step 775 / 3834]
[2020-09-12 21:07:02.891299 | Step 776 / 3834]
[2020-09-12 21:07:06.563391 | Step 777 / 3834]
[2020-09-12 21:07:10.023066 | Step 778 / 3834]
[2020-09-12 21:07:14.276845 | Step 779 / 3834]
[2020-09-12 21:07:17.926068 | Step 780 / 3834]
[2020-09-12 21:07:30.720297 | Step 781 / 3834]
[2020-09-12 21:07:40.733996 | Step 782 / 3834]
[2020-09-12 21:07:44.191970 | Step 783 / 3834]
[2020-09-12 21:07:47.367016 | Step 784 / 3834]
[2020-09-12 21:07:50.465868 | Step 785 / 3834]
[2020-09-12 21:07:53.806504 | Step 786 / 3834]
[2020-09-12 21:08:07.135225 | Step 787 / 3834]
[2020-09-12 21:08:16.051544 | Step 788 / 3834]
[2020-09-12 21:08:19.204108 | Step 789 / 3834]
[2020-09-12 21:08:22.336386 | Step 790 / 3834]
[2020-09-12 21:08:25.419494 | Step 791 / 3834]
[2020-09-12 21:08:28.558137 | Step 792 / 3834]
[2020-09-12 21:08:42.665435 | Step 793 / 3834]
[2020-09-12 21:08:51.193167 | Step 794 / 3834]
[2020-09-12 21:08:54.112504 | Step 795 / 3834]
[2020-09-12 21:08:57.234316 | Step 796 / 3834]
[2020-09-12 21:09:00.269930 | Step 797 / 3834]
[2020-09-12 21:09:03.485296 | Step 798 / 3834]
[2020-09-12 21:09:19.104247 | Step 799 / 3834]
[2020-09-12 21:09:28.370790 | Step 800 / 3834]
[2020-09-12 21:09:31.654506 | Step 801 / 3834]
[2020-09-12 21:09:34.677922 | Step 802 / 3834]
[2020-09-12 21:09:37.612482 | Step 803 / 3834]
[2020-09-12 21:09:41.154116 | Step 804 / 3834]
[2020-09-12 21:10:00.051121 | Step 805 / 3834]
[2020-09-12 21:10:07.986519 | Step 806 / 3834]
[2020-09-12 21:10:11.733900 | Step 807 / 3834]
[2020-09-12 21:10:15.419193 | Step 808 / 3834]
[2020-09-12 21:10:18.799155 | Step 809 / 3834]
[2020-09-12 21:10:22.131657 | Step 810 / 3834]
[2020-09-12 21:10:39.493156 | Step 811 / 3834]
[2020-09-12 21:10:47.399145 | Step 812 / 3834]
[2020-09-12 21:10:51.159414 | Step 813 / 3834]
[2020-09-12 21:10:54.870168 | Step 814 / 3834]
[2020-09-12 21:10:58.657217 | Step 815 / 3834]
[2020-09-12 21:11:02.142776 | Step 816 / 3834]
[2020-09-12 21:11:19.301765 | Step 817 / 3834]
[2020-09-12 21:11:27.503093 | Step 818 / 3834]
[2020-09-12 21:11:31.002486 | Step 819 / 3834]
[2020-09-12 21:11:34.692281 | Step 820 / 3834]
[2020-09-12 21:11:38.035366 | Step 821 / 3834]
[2020-09-12 21:11:42.837754 | Step 822 / 3834]
[2020-09-12 21:11:58.596538 | Step 823 / 3834]
[2020-09-12 21:12:06.599813 | Step 824 / 3834]
[2020-09-12 21:12:10.149986 | Step 825 / 3834]
[2020-09-12 21:12:13.672231 | Step 826 / 3834]
[2020-09-12 21:12:17.108976 | Step 827 / 3834]
[2020-09-12 21:12:20.241790 | Step 828 / 3834]
[2020-09-12 21:12:37.707165 | Step 829 / 3834]
[2020-09-12 21:12:45.725316 | Step 830 / 3834]
[2020-09-12 21:12:51.128264 | Step 831 / 3834]
[2020-09-12 21:12:54.892107 | Step 832 / 3834]
[2020-09-12 21:12:58.665582 | Step 833 / 3834]
[2020-09-12 21:13:02.294345 | Step 834 / 3834]
[2020-09-12 21:13:16.604522 | Step 835 / 3834]
[2020-09-12 21:13:25.630339 | Step 836 / 3834]
[2020-09-12 21:13:29.236247 | Step 837 / 3834]
[2020-09-12 21:13:33.150326 | Step 838 / 3834]
[2020-09-12 21:13:36.786969 | Step 839 / 3834]
[2020-09-12 21:13:40.664685 | Step 840 / 3834]
[2020-09-12 21:13:56.700856 | Step 841 / 3834]
[2020-09-12 21:14:05.163215 | Step 842 / 3834]
[2020-09-12 21:14:08.818875 | Step 843 / 3834]
[2020-09-12 21:14:12.287400 | Step 844 / 3834]
[2020-09-12 21:14:16.536867 | Step 845 / 3834]
[2020-09-12 21:14:20.006955 | Step 846 / 3834]
[2020-09-12 21:14:35.545315 | Step 847 / 3834]
[2020-09-12 21:14:44.786688 | Step 848 / 3834]
[2020-09-12 21:14:48.190765 | Step 849 / 3834]
[2020-09-12 21:14:51.876361 | Step 850 / 3834]
[2020-09-12 21:14:55.417905 | Step 851 / 3834]
[2020-09-12 21:14:58.897043 | Step 852 / 3834]
[2020-09-12 21:15:15.173487 | Step 853 / 3834]
[2020-09-12 21:15:24.324454 | Step 854 / 3834]
[2020-09-12 21:15:27.844307 | Step 855 / 3834]
[2020-09-12 21:15:31.371519 | Step 856 / 3834]
[2020-09-12 21:15:34.863928 | Step 857 / 3834]
[2020-09-12 21:15:38.514824 | Step 858 / 3834]
[2020-09-12 21:15:55.483855 | Step 859 / 3834]
[2020-09-12 21:16:01.919504 | Step 860 / 3834]
[2020-09-12 21:16:05.252454 | Step 861 / 3834]
[2020-09-12 21:16:08.642230 | Step 862 / 3834]
[2020-09-12 21:16:12.019437 | Step 863 / 3834]
[2020-09-12 21:16:15.829350 | Step 864 / 3834]
[2020-09-12 21:16:34.854183 | Step 865 / 3834]
[2020-09-12 21:16:41.329923 | Step 866 / 3834]
[2020-09-12 21:16:44.832777 | Step 867 / 3834]
[2020-09-12 21:16:48.444332 | Step 868 / 3834]
[2020-09-12 21:16:51.970031 | Step 869 / 3834]
[2020-09-12 21:16:55.787261 | Step 870 / 3834]
[2020-09-12 21:17:15.708186 | Step 871 / 3834]
[2020-09-12 21:17:21.467514 | Step 872 / 3834]
[2020-09-12 21:17:25.200272 | Step 873 / 3834]
[2020-09-12 21:17:29.068591 | Step 874 / 3834]
[2020-09-12 21:17:32.673759 | Step 875 / 3834]
[2020-09-12 21:17:36.402431 | Step 876 / 3834]
[2020-09-12 21:17:55.243794 | Step 877 / 3834]
[2020-09-12 21:18:01.061184 | Step 878 / 3834]
[2020-09-12 21:18:04.838650 | Step 879 / 3834]
[2020-09-12 21:18:08.391077 | Step 880 / 3834]
[2020-09-12 21:18:11.502150 | Step 881 / 3834]
[2020-09-12 21:18:15.052584 | Step 882 / 3834]
[2020-09-12 21:18:33.147012 | Step 883 / 3834]
[2020-09-12 21:18:40.260039 | Step 884 / 3834]
[2020-09-12 21:18:43.938393 | Step 885 / 3834]
[2020-09-12 21:18:47.574101 | Step 886 / 3834]
[2020-09-12 21:18:51.090766 | Step 887 / 3834]
[2020-09-12 21:18:54.925206 | Step 888 / 3834]
[2020-09-12 21:19:12.963461 | Step 889 / 3834]
[2020-09-12 21:19:20.377363 | Step 890 / 3834]
[2020-09-12 21:19:24.174467 | Step 891 / 3834]
[2020-09-12 21:19:28.293710 | Step 892 / 3834]
[2020-09-12 21:19:32.120067 | Step 893 / 3834]
[2020-09-12 21:19:35.660301 | Step 894 / 3834]
[2020-09-12 21:19:52.625808 | Step 895 / 3834]
[2020-09-12 21:19:59.832438 | Step 896 / 3834]
[2020-09-12 21:20:03.552433 | Step 897 / 3834]
[2020-09-12 21:20:07.491461 | Step 898 / 3834]
[2020-09-12 21:20:11.352317 | Step 899 / 3834]
[2020-09-12 21:20:15.376523 | Step 900 / 3834]
[2020-09-12 21:20:32.347535 | Step 901 / 3834]
[2020-09-12 21:20:39.454835 | Step 902 / 3834]
[2020-09-12 21:20:43.301642 | Step 903 / 3834]
[2020-09-12 21:20:47.161656 | Step 904 / 3834]
[2020-09-12 21:20:50.814111 | Step 905 / 3834]
[2020-09-12 21:20:55.113145 | Step 906 / 3834]
[2020-09-12 21:21:11.418244 | Step 907 / 3834]
[2020-09-12 21:21:19.106140 | Step 908 / 3834]
[2020-09-12 21:21:22.750316 | Step 909 / 3834]
[2020-09-12 21:21:26.453636 | Step 910 / 3834]
[2020-09-12 21:21:30.081818 | Step 911 / 3834]
[2020-09-12 21:21:33.590462 | Step 912 / 3834]
[2020-09-12 21:21:51.556001 | Step 913 / 3834]
[2020-09-12 21:22:00.619590 | Step 914 / 3834]
[2020-09-12 21:22:04.390407 | Step 915 / 3834]
[2020-09-12 21:22:08.391523 | Step 916 / 3834]
[2020-09-12 21:22:12.108713 | Step 917 / 3834]
[2020-09-12 21:22:15.896565 | Step 918 / 3834]
[2020-09-12 21:22:32.649002 | Step 919 / 3834]
[2020-09-12 21:22:42.293014 | Step 920 / 3834]
[2020-09-12 21:22:46.647318 | Step 921 / 3834]
[2020-09-12 21:22:50.550139 | Step 922 / 3834]
[2020-09-12 21:22:54.364188 | Step 923 / 3834]
[2020-09-12 21:22:58.318974 | Step 924 / 3834]
[2020-09-12 21:23:15.243196 | Step 925 / 3834]
[2020-09-12 21:23:24.200315 | Step 926 / 3834]
[2020-09-12 21:23:28.006448 | Step 927 / 3834]
[2020-09-12 21:23:32.040070 | Step 928 / 3834]
[2020-09-12 21:23:35.662892 | Step 929 / 3834]
[2020-09-12 21:23:39.468538 | Step 930 / 3834]
[2020-09-12 21:23:55.185511 | Step 931 / 3834]
[2020-09-12 21:24:03.987262 | Step 932 / 3834]
[2020-09-12 21:24:07.449283 | Step 933 / 3834]
[2020-09-12 21:24:10.991473 | Step 934 / 3834]
[2020-09-12 21:24:14.460682 | Step 935 / 3834]
[2020-09-12 21:24:18.131209 | Step 936 / 3834]
[2020-09-12 21:24:32.749146 | Step 937 / 3834]
[2020-09-12 21:24:42.590059 | Step 938 / 3834]
[2020-09-12 21:24:46.469618 | Step 939 / 3834]
[2020-09-12 21:24:50.389305 | Step 940 / 3834]
[2020-09-12 21:24:53.763337 | Step 941 / 3834]
[2020-09-12 21:24:57.413876 | Step 942 / 3834]
[2020-09-12 21:25:12.358425 | Step 943 / 3834]
[2020-09-12 21:25:23.221474 | Step 944 / 3834]
[2020-09-12 21:25:27.124886 | Step 945 / 3834]
[2020-09-12 21:25:30.617201 | Step 946 / 3834]
[2020-09-12 21:25:34.785599 | Step 947 / 3834]
[2020-09-12 21:25:38.554310 | Step 948 / 3834]
[2020-09-12 21:25:53.395287 | Step 949 / 3834]
[2020-09-12 21:26:02.445740 | Step 950 / 3834]
[2020-09-12 21:26:06.186143 | Step 951 / 3834]
[2020-09-12 21:26:10.149534 | Step 952 / 3834]
[2020-09-12 21:26:14.143868 | Step 953 / 3834]
[2020-09-12 21:26:17.765651 | Step 954 / 3834]
[2020-09-12 21:26:33.344532 | Step 955 / 3834]
[2020-09-12 21:26:42.719422 | Step 956 / 3834]
[2020-09-12 21:26:46.439338 | Step 957 / 3834]
[2020-09-12 21:26:50.382026 | Step 958 / 3834]
[2020-09-12 21:26:54.881000 | Step 959 / 3834]
[2020-09-12 21:26:58.893414 | Step 960 / 3834]
[2020-09-12 21:27:13.452718 | Step 961 / 3834]
[2020-09-12 21:27:23.865513 | Step 962 / 3834]
[2020-09-12 21:27:27.594965 | Step 963 / 3834]
[2020-09-12 21:27:31.642409 | Step 964 / 3834]
[2020-09-12 21:27:35.565352 | Step 965 / 3834]
[2020-09-12 21:27:39.669349 | Step 966 / 3834]
[2020-09-12 21:27:53.025581 | Step 967 / 3834]
[2020-09-12 21:28:03.326782 | Step 968 / 3834]
[2020-09-12 21:28:06.810893 | Step 969 / 3834]
[2020-09-12 21:28:10.145942 | Step 970 / 3834]
[2020-09-12 21:28:13.906166 | Step 971 / 3834]
[2020-09-12 21:28:17.955684 | Step 972 / 3834]
[2020-09-12 21:28:32.934058 | Step 973 / 3834]
[2020-09-12 21:28:43.017783 | Step 974 / 3834]
[2020-09-12 21:28:46.598255 | Step 975 / 3834]
[2020-09-12 21:28:50.329267 | Step 976 / 3834]
[2020-09-12 21:28:53.957840 | Step 977 / 3834]
[2020-09-12 21:28:58.258257 | Step 978 / 3834]
[2020-09-12 21:29:12.390897 | Step 979 / 3834]
[2020-09-12 21:29:22.358091 | Step 980 / 3834]
[2020-09-12 21:29:26.066075 | Step 981 / 3834]
[2020-09-12 21:29:30.495984 | Step 982 / 3834]
[2020-09-12 21:29:34.147499 | Step 983 / 3834]
[2020-09-12 21:29:37.993553 | Step 984 / 3834]
[2020-09-12 21:29:51.910422 | Step 985 / 3834]
[2020-09-12 21:30:02.477104 | Step 986 / 3834]
[2020-09-12 21:30:06.241828 | Step 987 / 3834]
[2020-09-12 21:30:10.055259 | Step 988 / 3834]
[2020-09-12 21:30:13.943418 | Step 989 / 3834]
[2020-09-12 21:30:17.977319 | Step 990 / 3834]
[2020-09-12 21:30:32.719423 | Step 991 / 3834]
[2020-09-12 21:30:42.850577 | Step 992 / 3834]
[2020-09-12 21:30:46.799364 | Step 993 / 3834]
[2020-09-12 21:30:50.561870 | Step 994 / 3834]
[2020-09-12 21:30:54.558369 | Step 995 / 3834]
[2020-09-12 21:30:58.311918 | Step 996 / 3834]
[2020-09-12 21:31:13.114548 | Step 997 / 3834]
[2020-09-12 21:31:22.706900 | Step 998 / 3834]
[2020-09-12 21:31:26.493289 | Step 999 / 3834]
[2020-09-12 21:31:29.958564 | Step 1000 / 3834]
[2020-09-12 21:31:33.439027 | Step 1001 / 3834]
[2020-09-12 21:31:36.933050 | Step 1002 / 3834]
[2020-09-12 21:31:53.048897 | Step 1003 / 3834]
[2020-09-12 21:32:02.734664 | Step 1004 / 3834]
[2020-09-12 21:32:06.540839 | Step 1005 / 3834]
[2020-09-12 21:32:10.857899 | Step 1006 / 3834]
[2020-09-12 21:32:14.644418 | Step 1007 / 3834]
[2020-09-12 21:32:18.343115 | Step 1008 / 3834]
[2020-09-12 21:32:32.523766 | Step 1009 / 3834]
[2020-09-12 21:32:42.487671 | Step 1010 / 3834]
[2020-09-12 21:32:46.405326 | Step 1011 / 3834]
[2020-09-12 21:32:50.575007 | Step 1012 / 3834]
[2020-09-12 21:32:54.610087 | Step 1013 / 3834]
[2020-09-12 21:32:58.513323 | Step 1014 / 3834]
[2020-09-12 21:33:13.322916 | Step 1015 / 3834]
[2020-09-12 21:33:22.908542 | Step 1016 / 3834]
[2020-09-12 21:33:27.716203 | Step 1017 / 3834]
[2020-09-12 21:33:32.013616 | Step 1018 / 3834]
[2020-09-12 21:33:36.235252 | Step 1019 / 3834]
[2020-09-12 21:33:40.164945 | Step 1020 / 3834]
[2020-09-12 21:33:53.299493 | Step 1021 / 3834]
[2020-09-12 21:34:03.697139 | Step 1022 / 3834]
[2020-09-12 21:34:07.590089 | Step 1023 / 3834]
[2020-09-12 21:34:11.393730 | Step 1024 / 3834]
[2020-09-12 21:34:15.198328 | Step 1025 / 3834]
[2020-09-12 21:34:18.930790 | Step 1026 / 3834]
[2020-09-12 21:34:30.203933 | Step 1027 / 3834]
[2020-09-12 21:34:42.664266 | Step 1028 / 3834]
[2020-09-12 21:34:46.655684 | Step 1029 / 3834]
[2020-09-12 21:34:50.147098 | Step 1030 / 3834]
[2020-09-12 21:34:53.775951 | Step 1031 / 3834]
[2020-09-12 21:34:57.483458 | Step 1032 / 3834]
[2020-09-12 21:35:08.779576 | Step 1033 / 3834]
[2020-09-12 21:35:20.439157 | Step 1034 / 3834]
[2020-09-12 21:35:23.937236 | Step 1035 / 3834]
[2020-09-12 21:35:27.475697 | Step 1036 / 3834]
[2020-09-12 21:35:30.900902 | Step 1037 / 3834]
[2020-09-12 21:35:34.641576 | Step 1038 / 3834]
[2020-09-12 21:35:49.018091 | Step 1039 / 3834]
[2020-09-12 21:36:00.121088 | Step 1040 / 3834]
[2020-09-12 21:36:03.674629 | Step 1041 / 3834]
[2020-09-12 21:36:07.532965 | Step 1042 / 3834]
[2020-09-12 21:36:12.049137 | Step 1043 / 3834]
[2020-09-12 21:36:15.772326 | Step 1044 / 3834]
[2020-09-12 21:36:28.955175 | Step 1045 / 3834]
[2020-09-12 21:36:39.765058 | Step 1046 / 3834]
[2020-09-12 21:36:43.617595 | Step 1047 / 3834]
[2020-09-12 21:36:47.487715 | Step 1048 / 3834]
[2020-09-12 21:36:51.766730 | Step 1049 / 3834]
[2020-09-12 21:36:55.580211 | Step 1050 / 3834]
[2020-09-12 21:37:09.203952 | Step 1051 / 3834]
[2020-09-12 21:37:20.050236 | Step 1052 / 3834]
[2020-09-12 21:37:23.830930 | Step 1053 / 3834]
[2020-09-12 21:37:27.587742 | Step 1054 / 3834]
[2020-09-12 21:37:31.345833 | Step 1055 / 3834]
[2020-09-12 21:37:35.086404 | Step 1056 / 3834]
[2020-09-12 21:37:49.696921 | Step 1057 / 3834]
[2020-09-12 21:37:59.534279 | Step 1058 / 3834]
[2020-09-12 21:38:03.252325 | Step 1059 / 3834]
[2020-09-12 21:38:06.989492 | Step 1060 / 3834]
[2020-09-12 21:38:10.819233 | Step 1061 / 3834]
[2020-09-12 21:38:14.528236 | Step 1062 / 3834]
[2020-09-12 21:38:30.324795 | Step 1063 / 3834]
[2020-09-12 21:38:41.175405 | Step 1064 / 3834]
[2020-09-12 21:38:44.943017 | Step 1065 / 3834]
[2020-09-12 21:38:49.032189 | Step 1066 / 3834]
[2020-09-12 21:38:52.853177 | Step 1067 / 3834]
[2020-09-12 21:38:56.595387 | Step 1068 / 3834]
[2020-09-12 21:39:09.818379 | Step 1069 / 3834]
[2020-09-12 21:39:21.579513 | Step 1070 / 3834]
[2020-09-12 21:39:25.182562 | Step 1071 / 3834]
[2020-09-12 21:39:28.872839 | Step 1072 / 3834]
[2020-09-12 21:39:32.561907 | Step 1073 / 3834]
[2020-09-12 21:39:36.067534 | Step 1074 / 3834]
[2020-09-12 21:39:48.786579 | Step 1075 / 3834]
[2020-09-12 21:40:01.460977 | Step 1076 / 3834]
[2020-09-12 21:40:04.721050 | Step 1077 / 3834]
[2020-09-12 21:40:08.105879 | Step 1078 / 3834]
[2020-09-12 21:40:11.767623 | Step 1079 / 3834]
[2020-09-12 21:40:15.203939 | Step 1080 / 3834]
[2020-09-12 21:40:28.981403 | Step 1081 / 3834]
[2020-09-12 21:40:40.651125 | Step 1082 / 3834]
[2020-09-12 21:40:43.834110 | Step 1083 / 3834]
[2020-09-12 21:40:47.777206 | Step 1084 / 3834]
[2020-09-12 21:40:51.387824 | Step 1085 / 3834]
[2020-09-12 21:40:54.965652 | Step 1086 / 3834]
[2020-09-12 21:41:08.654443 | Step 1087 / 3834]
[2020-09-12 21:41:19.747127 | Step 1088 / 3834]
[2020-09-12 21:41:23.395561 | Step 1089 / 3834]
[2020-09-12 21:41:27.305442 | Step 1090 / 3834]
[2020-09-12 21:41:31.126731 | Step 1091 / 3834]
[2020-09-12 21:41:34.470089 | Step 1092 / 3834]
[2020-09-12 21:41:48.281093 | Step 1093 / 3834]
[2020-09-12 21:42:00.652036 | Step 1094 / 3834]
[2020-09-12 21:42:04.207316 | Step 1095 / 3834]
[2020-09-12 21:42:08.044144 | Step 1096 / 3834]
[2020-09-12 21:42:11.603801 | Step 1097 / 3834]
[2020-09-12 21:42:15.200851 | Step 1098 / 3834]
[2020-09-12 21:42:27.919306 | Step 1099 / 3834]
[2020-09-12 21:42:42.261574 | Step 1100 / 3834]
[2020-09-12 21:42:46.039458 | Step 1101 / 3834]
[2020-09-12 21:42:49.807150 | Step 1102 / 3834]
[2020-09-12 21:42:53.440206 | Step 1103 / 3834]
[2020-09-12 21:42:56.995456 | Step 1104 / 3834]
[2020-09-12 21:43:07.707162 | Step 1105 / 3834]
[2020-09-12 21:43:21.931842 | Step 1106 / 3834]
[2020-09-12 21:43:25.266861 | Step 1107 / 3834]
[2020-09-12 21:43:28.963795 | Step 1108 / 3834]
[2020-09-12 21:43:32.285859 | Step 1109 / 3834]
[2020-09-12 21:43:35.879822 | Step 1110 / 3834]
[2020-09-12 21:43:48.370921 | Step 1111 / 3834]
[2020-09-12 21:44:03.224296 | Step 1112 / 3834]
[2020-09-12 21:44:06.995384 | Step 1113 / 3834]
[2020-09-12 21:44:09.713203 | Step 1114 / 3834]
[2020-09-12 21:44:12.649067 | Step 1115 / 3834]
[2020-09-12 21:44:16.524703 | Step 1116 / 3834]
[2020-09-12 21:44:24.679598 | Step 1117 / 3834]
[2020-09-12 21:44:39.486825 | Step 1118 / 3834]
[2020-09-12 21:44:42.889484 | Step 1119 / 3834]
[2020-09-12 21:44:46.371060 | Step 1120 / 3834]
[2020-09-12 21:44:49.736389 | Step 1121 / 3834]
[2020-09-12 21:44:52.642828 | Step 1122 / 3834]
[2020-09-12 21:45:02.274322 | Step 1123 / 3834]
[2020-09-12 21:45:18.198368 | Step 1124 / 3834]
[2020-09-12 21:45:21.920483 | Step 1125 / 3834]
[2020-09-12 21:45:25.895612 | Step 1126 / 3834]
[2020-09-12 21:45:29.668725 | Step 1127 / 3834]
[2020-09-12 21:45:33.336720 | Step 1128 / 3834]
[2020-09-12 21:45:42.880701 | Step 1129 / 3834]
[2020-09-12 21:45:58.284755 | Step 1130 / 3834]
[2020-09-12 21:46:02.072254 | Step 1131 / 3834]
